time_s,ecg_MLII,ecg_V5
0.18055555555555555,-0.405,-0.29
0.18333333333333332,-0.455,-0.235
0.18611111111111112,-0.485,-0.13
0.18888888888888888,-0.485,-0.035
0.19166666666666668,-0.425,0.05
0.19444444444444445,-0.33,0.12
0.19722222222222222,-0.22,0.2
0.2,-0.07,0.31
0.20277777777777778,0.12,0.435
0.20555555555555555,0.375,0.535
0.20833333333333334,0.62,0.58
0.2111111111111111,0.78,0.475
0.21388888888888888,0.84,0.21
0.21666666666666667,0.765,-0.085
0.21944444444444444,0.52,-0.23
0.2222222222222222,0.17,-0.25
0.225,-0.165,-0.215
0.22777777777777777,-0.365,-0.18
0.23055555555555557,-0.435,-0.185
0.23333333333333334,-0.425,-0.16
0.2361111111111111,-0.37,-0.15
0.2388888888888889,-0.33,-0.15
0.24166666666666667,-0.325,-0.18
0.24444444444444444,-0.335,-0.18
0.24722222222222223,-0.345,-0.16
0.25,-0.33,-0.165
0.25277777777777777,-0.325,-0.17
0.25555555555555554,-0.315,-0.165
0.25833333333333336,-0.31,-0.185
0.2611111111111111,-0.32,-0.185
0.2638888888888889,-0.335,-0.185
0.26666666666666666,-0.34,-0.17
0.26944444444444443,-0.325,-0.16
0.2722222222222222,-0.345,-0.155
0.275,-0.335,-0.175
0.2777777777777778,-0.33,-0.195
0.28055555555555556,-0.335,-0.185
0.2833333333333333,-0.33,-0.185
0.2861111111111111,-0.325,-0.175
0.28888888888888886,-0.33,-0.175
0.2916666666666667,-0.33,-0.195
0.29444444444444445,-0.345,-0.19
0.2972222222222222,-0.355,-0.18
0.3,-0.335,-0.165
0.30277777777777776,-0.325,-0.17
0.3055555555555556,-0.305,-0.17
0.30833333333333335,-0.32,-0.17
0.3111111111111111,-0.32,-0.19
0.3138888888888889,-0.33,-0.185
0.31666666666666665,-0.34,-0.18
0.3194444444444444,-0.335,-0.17
0.32222222222222224,-0.34,-0.175
0.325,-0.345,-0.19
0.3277777777777778,-0.355,-0.2
0.33055555555555555,-0.355,-0.195
0.3333333333333333,-0.34,-0.185
0.33611111111111114,-0.33,-0.17
0.3388888888888889,-0.33,-0.17
0.3416666666666667,-0.33,-0.185
0.34444444444444444,-0.34,-0.195
0.3472222222222222,-0.35,-0.175
0.35,-0.325,-0.2
0.3527777777777778,-0.325,-0.185
0.35555555555555557,-0.33,-0.18
0.35833333333333334,-0.33,-0.185
0.3611111111111111,-0.335,-0.205
0.3638888888888889,-0.335,-0.19
0.36666666666666664,-0.34,-0.18
0.36944444444444446,-0.33,-0.185
0.37222222222222223,-0.34,-0.2
0.375,-0.35,-0.215
0.37777777777777777,-0.355,-0.205
0.38055555555555554,-0.35,-0.21
0.38333333333333336,-0.345,-0.2
0.3861111111111111,-0.33,-0.185
0.3888888888888889,-0.32,-0.205
0.39166666666666666,-0.335,-0.2
0.39444444444444443,-0.33,-0.21
0.3972222222222222,-0.345,-0.205
0.4,-0.33,-0.185
0.4027777777777778,-0.335,-0.185
0.40555555555555556,-0.335,-0.2
0.4083333333333333,-0.345,-0.215
0.4111111111111111,-0.345,-0.225
0.41388888888888886,-0.355,-0.22
0.4166666666666667,-0.34,-0.2
0.41944444444444445,-0.34,-0.2
0.4222222222222222,-0.335,-0.215
0.425,-0.33,-0.225
0.42777777777777776,-0.35,-0.235
0.4305555555555556,-0.35,-0.245
0.43333333333333335,-0.345,-0.24
0.4361111111111111,-0.335,-0.24
0.4388888888888889,-0.335,-0.24
0.44166666666666665,-0.335,-0.245
0.4444444444444444,-0.35,-0.26
0.44722222222222224,-0.355,-0.26
0.45,-0.355,-0.265
0.4527777777777778,-0.345,-0.265
0.45555555555555555,-0.345,-0.28
0.4583333333333333,-0.335,-0.285
0.46111111111111114,-0.35,-0.295
0.4638888888888889,-0.36,-0.295
0.4666666666666667,-0.36,-0.3
0.46944444444444444,-0.36,-0.29
0.4722222222222222,-0.365,-0.3
0.475,-0.36,-0.315
0.4777777777777778,-0.37,-0.315
0.48055555555555557,-0.385,-0.315
0.48333333333333334,-0.37,-0.315
0.4861111111111111,-0.36,-0.31
0.4888888888888889,-0.355,-0.31
0.49166666666666664,-0.36,-0.325
0.49444444444444446,-0.375,-0.33
0.49722222222222223,-0.375,-0.325
0.5,-0.365,-0.315
0.5027777777777778,-0.365,-0.305
0.5055555555555555,-0.36,-0.305
0.5083333333333333,-0.36,-0.29
0.5111111111111111,-0.365,-0.29
0.5138888888888888,-0.37,-0.275
0.5166666666666667,-0.355,-0.27
0.5194444444444445,-0.33,-0.245
0.5222222222222223,-0.325,-0.24
0.525,-0.325,-0.25
0.5277777777777778,-0.335,-0.25
0.5305555555555556,-0.34,-0.235
0.5333333333333333,-0.315,-0.22
0.5361111111111111,-0.3,-0.195
0.5388888888888889,-0.3,-0.19
0.5416666666666666,-0.29,-0.19
0.5444444444444444,-0.295,-0.19
0.5472222222222223,-0.29,-0.18
0.55,-0.285,-0.16
0.5527777777777778,-0.275,-0.145
0.5555555555555556,-0.255,-0.15
0.5583333333333333,-0.25,-0.16
0.5611111111111111,-0.25,-0.16
0.5638888888888889,-0.265,-0.155
0.5666666666666667,-0.255,-0.145
0.5694444444444444,-0.245,-0.14
0.5722222222222222,-0.23,-0.16
0.575,-0.245,-0.15
0.5777777777777777,-0.245,-0.175
0.5805555555555556,-0.255,-0.17
0.5833333333333334,-0.255,-0.16
0.5861111111111111,-0.24,-0.16
0.5888888888888889,-0.25,-0.15
0.5916666666666667,-0.255,-0.155
0.5944444444444444,-0.245,-0.16
0.5972222222222222,-0.255,-0.17
0.6,-0.25,-0.155
0.6027777777777777,-0.25,-0.155
0.6055555555555555,-0.265,-0.15
0.6083333333333333,-0.26,-0.165
0.6111111111111112,-0.26,-0.175
0.6138888888888889,-0.265,-0.165
0.6166666666666667,-0.27,-0.165
0.6194444444444445,-0.265,-0.16
0.6222222222222222,-0.26,-0.16
0.625,-0.275,-0.18
0.6277777777777778,-0.28,-0.175
0.6305555555555555,-0.29,-0.185
0.6333333333333333,-0.275,-0.165
0.6361111111111111,-0.27,-0.15
0.6388888888888888,-0.26,-0.15
0.6416666666666667,-0.28,-0.17
0.6444444444444445,-0.28,-0.185
0.6472222222222223,-0.285,-0.195
0.65,-0.275,-0.19
0.6527777777777778,-0.275,-0.19
0.6555555555555556,-0.265,-0.185
0.6583333333333333,-0.27,-0.19
0.6611111111111111,-0.285,-0.21
0.6638888888888889,-0.29,-0.195
0.6666666666666666,-0.28,-0.19
0.6694444444444444,-0.275,-0.18
0.6722222222222223,-0.285,-0.205
0.675,-0.28,-0.215
0.6777777777777778,-0.3,-0.225
0.6805555555555556,-0.3,-0.21
0.6833333333333333,-0.305,-0.205
0.6861111111111111,-0.295,-0.195
0.6888888888888889,-0.3,-0.2
0.6916666666666667,-0.31,-0.195
0.6944444444444444,-0.31,-0.21
0.6972222222222222,-0.305,-0.215
0.7,-0.295,-0.205
0.7027777777777777,-0.285,-0.185
0.7055555555555556,-0.285,-0.195
0.7083333333333334,-0.29,-0.195
0.7111111111111111,-0.295,-0.22
0.7138888888888889,-0.31,-0.22
0.7166666666666667,-0.29,-0.21
0.7194444444444444,-0.295,-0.215
0.7222222222222222,-0.3,-0.22
0.725,-0.305,-0.22
0.7277777777777777,-0.31,-0.225
0.7305555555555555,-0.325,-0.21
0.7333333333333333,-0.31,-0.2
0.7361111111111112,-0.3,-0.21
0.7388888888888889,-0.29,-0.225
0.7416666666666667,-0.31,-0.23
0.7444444444444445,-0.325,-0.225
0.7472222222222222,-0.33,-0.22
0.75,-0.315,-0.23
0.7527777777777778,-0.3,-0.21
0.7555555555555555,-0.305,-0.215
0.7583333333333333,-0.31,-0.215
0.7611111111111111,-0.32,-0.23
0.7638888888888888,-0.33,-0.215
0.7666666666666667,-0.325,-0.22
0.7694444444444445,-0.315,-0.205
0.7722222222222223,-0.31,-0.205
0.775,-0.305,-0.21
0.7777777777777778,-0.305,-0.215
0.7805555555555556,-0.31,-0.225
0.7833333333333333,-0.3,-0.215
0.7861111111111111,-0.305,-0.215
0.7888888888888889,-0.29,-0.215
0.7916666666666666,-0.3,-0.225
0.7944444444444444,-0.3,-0.225
0.7972222222222223,-0.305,-0.225
0.8,-0.305,-0.205
0.8027777777777778,-0.29,-0.195
0.8055555555555556,-0.28,-0.21
0.8083333333333333,-0.295,-0.21
0.8111111111111111,-0.305,-0.215
0.8138888888888889,-0.315,-0.235
0.8166666666666667,-0.305,-0.23
0.8194444444444444,-0.295,-0.22
0.8222222222222222,-0.29,-0.22
0.825,-0.28,-0.23
0.8277777777777777,-0.27,-0.225
0.8305555555555556,-0.275,-0.23
0.8333333333333334,-0.275,-0.215
0.8361111111111111,-0.27,-0.195
0.8388888888888889,-0.25,-0.195
0.8416666666666667,-0.25,-0.19
0.8444444444444444,-0.255,-0.2
0.8472222222222222,-0.225,-0.195
0.85,-0.22,-0.18
0.8527777777777777,-0.205,-0.17
0.8555555555555555,-0.2,-0.18
0.8583333333333333,-0.205,-0.175
0.8611111111111112,-0.215,-0.195
0.8638888888888889,-0.23,-0.195
0.8666666666666667,-0.22,-0.17
0.8694444444444445,-0.225,-0.175
0.8722222222222222,-0.225,-0.175
0.875,-0.225,-0.18
0.8777777777777778,-0.23,-0.185
0.8805555555555555,-0.235,-0.185
0.8833333333333333,-0.24,-0.175
0.8861111111111111,-0.235,-0.175
0.8888888888888888,-0.22,-0.175
0.8916666666666667,-0.21,-0.19
0.8944444444444445,-0.205,-0.205
0.8972222222222223,-0.245,-0.2
0.9,-0.285,-0.205
0.9027777777777778,-0.285,-0.205
0.9055555555555556,-0.3,-0.215
0.9083333333333333,-0.31,-0.215
0.9111111111111111,-0.33,-0.225
0.9138888888888889,-0.33,-0.215
0.9166666666666666,-0.325,-0.21
0.9194444444444444,-0.315,-0.2
0.9222222222222223,-0.32,-0.215
0.925,-0.315,-0.225
0.9277777777777778,-0.325,-0.245
0.9305555555555556,-0.34,-0.245
0.9333333333333333,-0.345,-0.25
0.9361111111111111,-0.34,-0.225
0.9388888888888889,-0.34,-0.23
0.9416666666666667,-0.35,-0.235
0.9444444444444444,-0.345,-0.24
0.9472222222222222,-0.355,-0.235
0.95,-0.33,-0.235
0.9527777777777777,-0.335,-0.22
0.9555555555555556,-0.33,-0.23
0.9583333333333334,-0.32,-0.24
0.9611111111111111,-0.345,-0.24
0.9638888888888889,-0.355,-0.245
0.9666666666666667,-0.34,-0.225
0.9694444444444444,-0.33,-0.225
0.9722222222222222,-0.325,-0.235
0.975,-0.33,-0.25
0.9777777777777777,-0.35,-0.27
0.9805555555555555,-0.365,-0.28
0.9833333333333333,-0.36,-0.29
0.9861111111111112,-0.38,-0.3
0.9888888888888889,-0.425,-0.33
0.9916666666666667,-0.445,-0.36
0.9944444444444445,-0.475,-0.355
0.9972222222222222,-0.51,-0.305
1.0,-0.535,-0.205
1.0027777777777778,-0.505,-0.08
1.0055555555555555,-0.415,0.015
1.0083333333333333,-0.3,0.065
1.011111111111111,-0.16,0.115
1.0138888888888888,-0.015,0.19
1.0166666666666666,0.235,0.3
1.0194444444444444,0.49,0.41
1.0222222222222221,0.72,0.495
1.025,0.875,0.485
1.0277777777777777,0.94,0.36
1.0305555555555554,0.905,0.105
1.0333333333333334,0.755,-0.165
1.0361111111111112,0.49,-0.35
1.038888888888889,0.165,-0.45
1.0416666666666667,-0.11,-0.47
1.0444444444444445,-0.27,-0.45
1.0472222222222223,-0.39,-0.395
1.05,-0.45,-0.345
1.0527777777777778,-0.475,-0.31
1.0555555555555556,-0.455,-0.295
1.0583333333333333,-0.425,-0.285
1.0611111111111111,-0.39,-0.295
1.0638888888888889,-0.39,-0.295
1.0666666666666667,-0.385,-0.28
1.0694444444444444,-0.39,-0.285
1.0722222222222222,-0.38,-0.285
1.075,-0.38,-0.285
1.0777777777777777,-0.38,-0.29
1.0805555555555555,-0.395,-0.275
1.0833333333333333,-0.385,-0.275
1.086111111111111,-0.385,-0.275
1.0888888888888888,-0.385,-0.27
1.0916666666666666,-0.375,-0.285
1.0944444444444446,-0.395,-0.295
1.0972222222222223,-0.41,-0.29
1.1,-0.41,-0.275
1.1027777777777779,-0.4,-0.265
1.1055555555555556,-0.395,-0.265
1.1083333333333334,-0.39,-0.275
1.1111111111111112,-0.405,-0.295
1.113888888888889,-0.395,-0.29
1.1166666666666667,-0.385,-0.285
1.1194444444444445,-0.375,-0.27
1.1222222222222222,-0.39,-0.265
1.125,-0.39,-0.275
1.1277777777777778,-0.405,-0.28
1.1305555555555555,-0.41,-0.28
1.1333333333333333,-0.41,-0.27
1.136111111111111,-0.39,-0.265
1.1388888888888888,-0.39,-0.27
1.1416666666666666,-0.395,-0.27
1.1444444444444444,-0.405,-0.28
1.1472222222222221,-0.415,-0.27
1.15,-0.4,-0.265
1.1527777777777777,-0.41,-0.265
1.1555555555555554,-0.405,-0.265
1.1583333333333334,-0.41,-0.27
1.1611111111111112,-0.415,-0.285
1.163888888888889,-0.41,-0.285
1.1666666666666667,-0.4,-0.265
1.1694444444444445,-0.4,-0.265
1.1722222222222223,-0.395,-0.255
1.175,-0.39,-0.275
1.1777777777777778,-0.405,-0.275
1.1805555555555556,-0.41,-0.28
1.1833333333333333,-0.39,-0.27
1.1861111111111111,-0.39,-0.265
1.1888888888888889,-0.385,-0.275
1.1916666666666667,-0.385,-0.285
1.1944444444444444,-0.41,-0.28
1.1972222222222222,-0.405,-0.28
1.2,-0.395,-0.275
1.2027777777777777,-0.39,-0.275
1.2055555555555555,-0.375,-0.275
1.2083333333333333,-0.39,-0.285
1.211111111111111,-0.395,-0.295
1.2138888888888888,-0.41,-0.295
1.2166666666666666,-0.4,-0.275
1.2194444444444446,-0.39,-0.275
1.2222222222222223,-0.39,-0.285
1.225,-0.385,-0.29
1.2277777777777779,-0.405,-0.315
1.2305555555555556,-0.415,-0.315
1.2333333333333334,-0.415,-0.305
1.2361111111111112,-0.4,-0.29
1.238888888888889,-0.395,-0.31
1.2416666666666667,-0.405,-0.32
1.2444444444444445,-0.415,-0.32
1.2472222222222222,-0.42,-0.335
1.25,-0.42,-0.33
1.2527777777777778,-0.41,-0.325
1.2555555555555555,-0.415,-0.345
1.2583333333333333,-0.425,-0.35
1.261111111111111,-0.42,-0.365
1.2638888888888888,-0.435,-0.37
1.2666666666666666,-0.43,-0.355
1.2694444444444444,-0.43,-0.36
1.2722222222222221,-0.42,-0.37
1.275,-0.43,-0.39
1.2777777777777777,-0.45,-0.395
1.2805555555555554,-0.455,-0.4
1.2833333333333334,-0.45,-0.39
1.2861111111111112,-0.435,-0.385
1.288888888888889,-0.445,-0.39
1.2916666666666667,-0.45,-0.4
1.2944444444444445,-0.455,-0.41
1.2972222222222223,-0.47,-0.42
1.3,-0.46,-0.405
1.3027777777777778,-0.455,-0.41
1.3055555555555556,-0.45,-0.41
1.3083333333333333,-0.455,-0.4
1.3111111111111111,-0.47,-0.405
1.3138888888888889,-0.475,-0.39
1.3166666666666667,-0.46,-0.385
1.3194444444444444,-0.45,-0.365
1.3222222222222222,-0.445,-0.355
1.325,-0.44,-0.345
1.3277777777777777,-0.435,-0.355
1.3305555555555555,-0.44,-0.33
1.3333333333333333,-0.41,-0.295
1.336111111111111,-0.395,-0.275
1.3388888888888888,-0.37,-0.27
1.3416666666666666,-0.365,-0.26
1.3444444444444446,-0.36,-0.265
1.3472222222222223,-0.365,-0.265
1.35,-0.34,-0.245
1.3527777777777779,-0.325,-0.225
1.3555555555555556,-0.315,-0.21
1.3583333333333334,-0.32,-0.215
1.3611111111111112,-0.33,-0.215
1.363888888888889,-0.33,-0.205
1.3666666666666667,-0.32,-0.195
1.3694444444444445,-0.31,-0.185
1.3722222222222222,-0.3,-0.185
1.375,-0.3,-0.195
1.3777777777777778,-0.32,-0.195
1.3805555555555555,-0.32,-0.195
1.3833333333333333,-0.315,-0.185
1.386111111111111,-0.305,-0.17
1.3888888888888888,-0.305,-0.185
1.3916666666666666,-0.295,-0.195
1.3944444444444444,-0.32,-0.195
1.3972222222222221,-0.33,-0.195
1.4,-0.305,-0.185
1.4027777777777777,-0.31,-0.175
1.4055555555555554,-0.3,-0.175
1.4083333333333334,-0.3,-0.185
1.4111111111111112,-0.32,-0.195
1.413888888888889,-0.325,-0.195
1.4166666666666667,-0.31,-0.195
1.4194444444444445,-0.305,-0.18
1.4222222222222223,-0.315,-0.185
1.425,-0.305,-0.19
1.4277777777777778,-0.315,-0.195
1.4305555555555556,-0.315,-0.195
1.4333333333333333,-0.31,-0.19
1.4361111111111111,-0.295,-0.185
1.4388888888888889,-0.29,-0.185
1.4416666666666667,-0.305,-0.19
1.4444444444444444,-0.31,-0.2
1.4472222222222222,-0.32,-0.215
1.45,-0.315,-0.195
1.4527777777777777,-0.3,-0.185
1.4555555555555555,-0.315,-0.185
1.4583333333333333,-0.315,-0.185
1.461111111111111,-0.315,-0.2
1.4638888888888888,-0.33,-0.205
1.4666666666666666,-0.315,-0.19
1.4694444444444446,-0.32,-0.19
1.4722222222222223,-0.315,-0.2
1.475,-0.325,-0.2
1.4777777777777779,-0.335,-0.195
1.4805555555555556,-0.34,-0.22
1.4833333333333334,-0.335,-0.205
1.4861111111111112,-0.335,-0.19
1.488888888888889,-0.33,-0.2
1.4916666666666667,-0.325,-0.22
1.4944444444444445,-0.345,-0.23
1.4972222222222222,-0.35,-0.21
1.5,-0.345,-0.205
1.5027777777777778,-0.335,-0.2
1.5055555555555555,-0.33,-0.195
1.5083333333333333,-0.33,-0.22
1.511111111111111,-0.345,-0.225
1.5138888888888888,-0.345,-0.225
1.5166666666666666,-0.345,-0.215
1.5194444444444444,-0.32,-0.205
1.5222222222222221,-0.33,-0.205
1.525,-0.335,-0.215
1.5277777777777777,-0.34,-0.225
1.5305555555555554,-0.355,-0.22
1.5333333333333334,-0.335,-0.225
1.5361111111111112,-0.33,-0.195
1.538888888888889,-0.33,-0.215
1.5416666666666667,-0.335,-0.22
1.5444444444444445,-0.355,-0.215
1.5472222222222223,-0.36,-0.225
1.55,-0.355,-0.215
1.5527777777777778,-0.35,-0.21
1.5555555555555556,-0.34,-0.21
1.5583333333333333,-0.345,-0.225
1.5611111111111111,-0.345,-0.23
1.5638888888888889,-0.345,-0.22
1.5666666666666667,-0.345,-0.21
1.5694444444444444,-0.33,-0.205
1.5722222222222222,-0.33,-0.2
1.575,-0.335,-0.205
1.5777777777777777,-0.345,-0.22
1.5805555555555555,-0.35,-0.23
1.5833333333333333,-0.35,-0.215
1.586111111111111,-0.34,-0.205
1.5888888888888888,-0.33,-0.2
1.5916666666666666,-0.345,-0.23
1.5944444444444446,-0.345,-0.22
1.5972222222222223,-0.355,-0.215
1.6,-0.35,-0.205
1.6027777777777779,-0.34,-0.2
1.6055555555555556,-0.33,-0.205
1.6083333333333334,-0.34,-0.22
1.6111111111111112,-0.34,-0.22
1.613888888888889,-0.34,-0.225
1.6166666666666667,-0.33,-0.205
1.6194444444444445,-0.335,-0.2
1.6222222222222222,-0.33,-0.2
1.625,-0.335,-0.21
1.6277777777777778,-0.345,-0.23
1.6305555555555555,-0.345,-0.215
1.6333333333333333,-0.34,-0.2
1.636111111111111,-0.33,-0.2
1.6388888888888888,-0.315,-0.205
1.6416666666666666,-0.295,-0.21
1.6444444444444444,-0.3,-0.215
1.6472222222222221,-0.295,-0.22
1.65,-0.285,-0.205
1.6527777777777777,-0.275,-0.2
1.6555555555555554,-0.265,-0.195
1.6583333333333334,-0.265,-0.205
1.6611111111111112,-0.265,-0.205
1.663888888888889,-0.255,-0.205
1.6666666666666667,-0.25,-0.18
1.6694444444444445,-0.24,-0.17
1.6722222222222223,-0.225,-0.19
1.675,-0.215,-0.19
1.6777777777777778,-0.24,-0.2
1.6805555555555556,-0.245,-0.185
1.6833333333333333,-0.24,-0.165
1.6861111111111111,-0.245,-0.145
1.6888888888888889,-0.235,-0.145
1.6916666666666667,-0.245,-0.17
1.6944444444444444,-0.25,-0.175
1.6972222222222222,-0.275,-0.17
1.7,-0.275,-0.165
1.7027777777777777,-0.265,-0.15
1.7055555555555555,-0.25,-0.16
1.7083333333333333,-0.225,-0.175
1.711111111111111,-0.22,-0.19
1.7138888888888888,-0.23,-0.19
1.7166666666666666,-0.265,-0.185
1.7194444444444446,-0.27,-0.185
1.7222222222222223,-0.28,-0.175
1.725,-0.285,-0.195
1.7277777777777779,-0.305,-0.215
1.7305555555555556,-0.32,-0.205
1.7333333333333334,-0.34,-0.2
1.7361111111111112,-0.33,-0.195
1.738888888888889,-0.335,-0.205
1.7416666666666667,-0.335,-0.21
1.7444444444444445,-0.355,-0.22
1.7472222222222222,-0.37,-0.215
1.75,-0.36,-0.21
1.7527777777777778,-0.345,-0.205
1.7555555555555555,-0.35,-0.2
1.7583333333333333,-0.355,-0.21
1.761111111111111,-0.365,-0.22
1.7638888888888888,-0.375,-0.22
1.7666666666666666,-0.38,-0.22
1.7694444444444444,-0.37,-0.2
1.7722222222222221,-0.365,-0.205
1.775,-0.365,-0.215
1.7777777777777777,-0.38,-0.225
1.7805555555555554,-0.385,-0.22
1.7833333333333334,-0.38,-0.215
1.7861111111111112,-0.375,-0.205
1.788888888888889,-0.355,-0.22
1.7916666666666667,-0.37,-0.225
1.7944444444444445,-0.39,-0.24
1.7972222222222223,-0.405,-0.26
1.8,-0.41,-0.28
1.8027777777777778,-0.435,-0.3
1.8055555555555556,-0.465,-0.345
1.8083333333333333,-0.49,-0.375
1.8111111111111111,-0.52,-0.345
1.8138888888888889,-0.555,-0.26
1.8166666666666667,-0.57,-0.125
1.8194444444444444,-0.525,0.025
1.8222222222222222,-0.405,0.145
1.825,-0.25,0.26
1.8277777777777777,-0.09,0.375
1.8305555555555555,0.12,0.505
1.8333333333333333,0.41,0.635
1.836111111111111,0.69,0.705
1.8388888888888888,0.885,0.61
1.8416666666666666,0.96,0.32
1.8444444444444446,0.85,-0.045
1.8472222222222223,0.52,-0.25
1.85,0.05,-0.27
1.8527777777777779,-0.32,-0.24
1.8555555555555556,-0.5,-0.24
1.8583333333333334,-0.505,-0.25
1.8611111111111112,-0.445,-0.255
1.863888888888889,-0.415,-0.245
1.8666666666666667,-0.395,-0.245
1.8694444444444445,-0.39,-0.245
1.8722222222222222,-0.395,-0.255
1.875,-0.39,-0.26
1.8777777777777778,-0.395,-0.26
1.8805555555555555,-0.405,-0.27
1.8833333333333333,-0.395,-0.245
1.886111111111111,-0.405,-0.245
1.8888888888888888,-0.39,-0.25
1.8916666666666666,-0.395,-0.265
1.8944444444444444,-0.395,-0.27
1.8972222222222221,-0.41,-0.27
1.9,-0.405,-0.265
1.9027777777777777,-0.4,-0.26
1.9055555555555554,-0.4,-0.26
1.9083333333333334,-0.415,-0.27
1.9111111111111112,-0.405,-0.28
1.913888888888889,-0.42,-0.28
1.9166666666666667,-0.415,-0.27
1.9194444444444445,-0.405,-0.255
1.9222222222222223,-0.405,-0.265
1.925,-0.42,-0.28
1.9277777777777778,-0.42,-0.29
1.9305555555555556,-0.435,-0.275
1.9333333333333333,-0.42,-0.265
1.9361111111111111,-0.41,-0.255
1.9388888888888889,-0.41,-0.26
1.9416666666666667,-0.405,-0.26
1.9444444444444444,-0.425,-0.28
1.9472222222222222,-0.43,-0.28
1.95,-0.42,-0.265
1.9527777777777777,-0.415,-0.26
1.9555555555555555,-0.41,-0.255
1.9583333333333333,-0.41,-0.26
1.961111111111111,-0.425,-0.275
1.9638888888888888,-0.42,-0.27
1.9666666666666666,-0.4,-0.275
1.9694444444444446,-0.395,-0.265
1.9722222222222223,-0.4,-0.265
1.975,-0.4,-0.27
1.9777777777777779,-0.395,-0.28
1.9805555555555556,-0.415,-0.285
1.9833333333333334,-0.405,-0.28
1.9861111111111112,-0.39,-0.255
1.988888888888889,-0.4,-0.27
1.9916666666666667,-0.4,-0.28
1.9944444444444445,-0.415,-0.29
1.9972222222222222,-0.425,-0.29
2.0,-0.425,-0.27
2.0027777777777778,-0.415,-0.27
2.0055555555555555,-0.415,-0.285
2.0083333333333333,-0.41,-0.3
2.011111111111111,-0.425,-0.3
2.013888888888889,-0.425,-0.3
2.0166666666666666,-0.42,-0.295
2.0194444444444444,-0.415,-0.275
2.022222222222222,-0.4,-0.295
2.025,-0.4,-0.3
2.0277777777777777,-0.41,-0.31
2.0305555555555554,-0.425,-0.31
2.033333333333333,-0.41,-0.315
2.036111111111111,-0.405,-0.31
2.0388888888888888,-0.395,-0.31
2.0416666666666665,-0.4,-0.335
2.0444444444444443,-0.4,-0.345
2.047222222222222,-0.405,-0.355
2.05,-0.385,-0.35
2.0527777777777776,-0.4,-0.345
2.0555555555555554,-0.39,-0.36
2.058333333333333,-0.39,-0.37
2.061111111111111,-0.4,-0.375
2.063888888888889,-0.415,-0.385
2.066666666666667,-0.405,-0.37
2.0694444444444446,-0.405,-0.37
2.0722222222222224,-0.41,-0.385
2.075,-0.415,-0.4
2.077777777777778,-0.42,-0.415
2.0805555555555557,-0.42,-0.405
2.0833333333333335,-0.425,-0.41
2.0861111111111112,-0.415,-0.39
2.088888888888889,-0.415,-0.405
2.091666666666667,-0.41,-0.41
2.0944444444444446,-0.435,-0.425
2.0972222222222223,-0.43,-0.42
2.1,-0.435,-0.41
2.102777777777778,-0.42,-0.405
2.1055555555555556,-0.42,-0.4
2.1083333333333334,-0.42,-0.4
2.111111111111111,-0.42,-0.405
2.113888888888889,-0.425,-0.385
